MONTHS_AS_CUSTOMER,AGE,POLICY_STATE,POLICY_CSL,POLICY_DEDUCTIBLE,POLICY_ANNUAL_PREMIUM,UMBRELLA_LIMIT,INSURED_SEX,INSURED_EDUCATION_LEVEL,INSURED_OCCUPATION,INSURED_RELATIONSHIP,POLICY_TENURE_MONTHS,POLICY_BIND_YEAR,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES_CONTACTED,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,NUMBER_OF_VEHICLES_INVOLVED,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT_AVAILABLE,CAPITAL_GAINS,CAPITAL_LOSS,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,CLAIM_TO_PREMIUM_RATIO,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,VEHICLE_AGE,INCIDENT_YEAR,INCIDENT_MONTH,SEVERITY_SCORE,FRAUD_FLAG
239,39,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,wife,293,1990,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,44200,-37000,87890,15980,7990,63920,140.61,BMW,X6,2014,1,2015,1,3,1
330,47,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,wife,10,2014,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,,0,2,YES,0,-56400,60500,11000,5500,44000,53.39,Ford,F150,1999,16,2015,3,4,1
128,35,IN,500/1000,500,1366.60,0,FEMALE,MD,machine-op-inspct,other-relative,126,2004,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,,2,1,NO,0,0,88220,16040,16040,56140,64.55,Chevrolet,Malibu,2008,7,2015,1,1,0
147,37,OH,500/1000,1000,1439.90,6000000,FEMALE,Associate,prof-specialty,husband,65,2009,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,0,-48400,53680,9760,4880,39040,37.28,Accura,MDX,2004,11,2015,1,4,0
287,45,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,90,2007,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,0,-54600,53800,5380,5380,43040,43.72,Accura,MDX,2006,9,2015,1,1,0
142,29,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,husband,60,2010,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,0,-48500,54360,4530,9060,40770,41.57,Mercedes,E400,1995,20,2015,1,3,1
162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,177,2000,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,0,0,54340,9880,4940,39520,48.32,Toyota,Camry,2001,14,2015,2,3,0
140,35,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,wife,82,2008,Parked Car,,Trivial Damage,None,SC,Columbus,5,1,,0,2,YES,0,-42900,2860,520,260,2080,1.88,Chevrolet,Tahoe,1997,18,2015,1,2,1
106,28,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,own-child,296,1990,Vehicle Theft,,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,0,0,5490,0,1220,4270,3.41,Saab,95,1999,16,2015,1,1,0
292,45,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,287,1991,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,,0,0,7370,670,1340,5360,5.42,Suburu,Impreza,1997,18,2015,1,2,0
34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,274,1992,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,,1,0,NO,0,0,50800,5080,5080,40640,39.20,Audi,A3,1997,18,2015,1,3,1
290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,22,2013,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,,1,1,,45300,0,41520,5190,5190,31140,35.76,Nissan,Ultima,2014,1,2015,2,1,0
182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,69,2009,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,,2,3,YES,53800,-78300,89650,8150,16300,65200,62.21,Dodge,RAM,2005,10,2015,1,4,0
362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,unmarried,74,2008,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,44400,-71500,39690,0,0,39690,36.15,Suburu,Legacy,1998,17,2015,2,4,0
143,32,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,174,2000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,,2,0,NO,79900,0,62260,5660,5660,50940,42.52,Saab,92x,1995,20,2015,1,3,0
183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,7,2014,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,20200,0,51920,9440,4720,37760,33.63,Audi,A3,2001,14,2015,1,3,1
254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,wife,238,1995,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,,2,2,,0,-74400,53460,9720,4860,38880,38.44,Volkswagen,Jetta,2009,6,2015,2,1,0
249,43,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,293,1990,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,0,-71200,57100,5710,5710,45680,49.71,Honda,CRV,2014,1,2015,2,4,0
169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,unmarried,194,1998,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,,50700,-57600,77440,14080,7040,56320,47.91,Dodge,Neon,2004,11,2015,2,4,0
235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,husband,231,1995,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,0,0,68300,6830,13660,47810,48.82,Suburu,Forrestor,2003,12,2015,1,1,0
112,32,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,other-relative,182,1999,Parked Car,,Trivial Damage,None,NY,Arlington,4,1,,0,2,,57800,-53700,5060,460,920,3680,4.08,Honda,CRV,2012,3,2015,2,2,0
16,32,IL,100/300,1000,968.46,0,MALE,MD,tech-support,not-in-family,150,2002,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,,0,2,,50800,-66200,59400,6600,13200,39600,61.33,Dodge,RAM,1995,20,2015,1,4,1
128,31,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,257,1993,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,,0,-28300,69930,0,15540,54390,66.91,Ford,Escape,2013,2,2015,1,3,1
103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,86,2007,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,0,-74800,77700,7770,15540,54390,50.54,Jeep,Wrangler,2008,7,2015,2,1,0
356,54,OH,500/1000,500,912.30,0,MALE,College,prof-specialty,wife,83,2008,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,,58500,-44000,68750,12500,12500,43750,75.36,Audi,A5,2007,8,2015,1,3,1
109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,100,2006,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,0,0,91080,16560,16560,57960,90.42,Jeep,Wrangler,1995,20,2015,2,1,0
2,20,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,143,2003,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,0,-54700,48360,4030,8060,36270,40.64,Audi,A5,2000,15,2015,2,1,0
198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,141,2003,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,0,-55100,95000,9500,9500,76000,60.26,Ford,F150,2001,14,2015,2,3,0
107,32,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,153,2002,Vehicle Theft,,Trivial Damage,Police,SC,Arlington,8,1,,1,3,NO,82100,0,3900,780,390,2730,3.33,Ford,F150,2010,5,2015,2,2,0
252,39,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,132,2004,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,,0,3,NO,0,-33300,59400,11880,5940,41580,45.27,Jeep,Grand Cherokee,2010,5,2015,2,1,1
303,43,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,192,1999,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,,2,0,,42900,-61500,60210,6690,6690,46830,89.73,Nissan,Maxima,2013,2,2015,1,1,0
101,32,IL,250/500,500,895.14,0,MALE,JD,sales,other-relative,156,2002,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,,0,3,YES,52600,-30400,43600,8720,4360,30520,48.71,Suburu,Legacy,2010,5,2015,1,1,0
446,57,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,unmarried,266,1992,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,42700,-64900,62800,6280,12560,43960,45.73,Jeep,Wrangler,2012,3,2015,2,4,0
330,48,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,husband,200,1998,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,,0,0,59500,11900,5950,41650,36.60,Dodge,Neon,2006,9,2015,2,3,0
211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,48,2011,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,,42200,-33800,53460,5940,5940,41580,41.26,Honda,CRV,2009,6,2015,1,4,0
172,33,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,35,2012,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,41300,-42000,41690,7580,7580,26530,28.56,Saab,95,1999,16,2015,1,4,0
316,46,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,44,2011,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,,0,1,YES,0,-51000,63100,6310,12620,44170,51.72,Accura,TL,2000,15,2015,2,1,0
435,60,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,99,2006,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,NO,2,1,,73500,-43300,62880,5240,10480,47160,59.07,Mercedes,E400,2007,8,2015,2,4,1
344,51,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,not-in-family,80,2008,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,,2,2,YES,0,-38700,75400,17400,11600,46400,78.56,BMW,X6,2006,9,2015,2,3,1
204,40,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,258,1993,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,0,-49300,46200,4200,8400,33600,26.15,Audi,A5,1997,18,2015,2,4,0
278,47,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,82,2008,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,0,-39800,58500,5850,5850,46800,45.52,Toyota,Camry,2010,5,2015,2,3,0
434,57,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,husband,175,2000,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,NO,1,3,NO,0,0,66240,11040,11040,44160,46.55,Nissan,Maxima,2003,12,2015,1,3,0
209,36,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,wife,60,2010,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,,1,3,,0,0,65440,8180,8180,49080,53.49,Jeep,Wrangler,2014,1,2015,1,4,0
250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,other-relative,298,1990,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,,37800,0,64200,10700,10700,42800,41.71,Ford,F150,2002,13,2015,1,1,0
61,25,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,205,1998,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,YES,1,0,NO,0,0,32320,4040,4040,24240,32.71,Dodge,RAM,2000,15,2015,2,1,0
80,28,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,wife,1,2014,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,,0,1,,0,-18600,33480,3720,3720,26040,19.24,Dodge,Neon,2011,4,2015,1,3,0
25,38,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,wife,230,1995,Vehicle Theft,,Trivial Damage,None,VA,Northbend,0,1,NO,1,1,YES,40900,0,4320,480,960,2880,2.80,Toyota,Corolla,1995,20,2015,2,2,0
4,29,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,other-relative,153,2002,Vehicle Theft,,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,,0,-77800,4200,840,420,2940,3.04,Jeep,Wrangler,2008,7,2015,2,2,0
32,29,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,own-child,150,2002,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,YES,2,0,NO,0,-45700,57970,10540,5270,42160,40.06,Saab,93,2006,9,2015,2,1,0
125,31,IN,500/1000,500,1220.86,0,MALE,JD,other-service,husband,25,2012,Parked Car,,Trivial Damage,None,NY,Arlington,4,1,YES,1,2,,55400,-40400,4320,0,960,3360,3.54,Saab,93,2003,12,2015,1,2,0
276,45,IL,500/1000,500,948.10,0,FEMALE,High School,machine-op-inspct,wife,178,2000,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,,0,2,,44500,-61400,69300,13860,6930,48510,73.09,Ford,Escape,2010,5,2015,1,1,0
148,30,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,153,2002,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,NO,2,2,NO,57500,-93600,32480,4060,4060,24360,22.08,Dodge,Neon,1997,18,2015,1,1,0
222,38,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,80,2008,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,,2,2,YES,0,-64500,60480,6720,6720,47040,52.23,Accura,TL,2001,14,2015,2,4,0
32,38,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,249,1994,Parked Car,,Trivial Damage,Police,NC,Springfield,22,1,YES,0,0,NO,0,0,2640,440,440,1760,4.66,Honda,CRV,2015,0,2015,1,2,0
78,27,OH,500/1000,500,1060.88,0,MALE,JD,other-service,other-relative,276,1992,Parked Car,,Trivial Damage,Police,SC,Northbend,4,1,NO,0,3,NO,0,-66500,6050,550,1100,4400,5.70,Volkswagen,Passat,2009,6,2015,2,2,0
238,43,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,225,1996,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,NO,0,0,NO,0,-44800,42700,4270,4270,34160,28.01,Saab,92x,1995,20,2015,2,4,1
313,47,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,wife,22,2013,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,YES,1,3,NO,63900,-53300,40260,3660,7320,29280,25.87,Accura,MDX,1996,19,2015,2,3,1
334,50,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,wife,62,2009,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,NO,2,0,,26700,-47200,50000,5000,10000,35000,41.11,Chevrolet,Silverado,2008,7,2015,1,3,0
190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,husband,75,2008,Parked Car,,Trivial Damage,None,NY,Riverwood,4,1,NO,0,1,NO,0,0,3840,640,320,2880,2.59,Saab,92x,1998,17,2015,2,2,0
194,41,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,not-in-family,264,1993,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,,0,2,,52500,-51300,95900,13700,20550,61650,79.66,Saab,95,1999,16,2015,2,1,0
290,47,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,78,2008,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,YES,1,3,YES,0,-61400,56160,6240,12480,37440,40.31,Audi,A5,2002,13,2015,1,1,0
26,42,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,53,2010,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,NO,2,3,,50700,-36300,63030,5730,11460,45840,42.46,Saab,92x,1996,19,2015,2,3,0
254,41,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,229,1995,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,YES,2,2,NO,42200,-48000,63470,5770,11540,46160,40.14,BMW,X6,1999,16,2015,1,1,0
199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,281,1991,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,,0,2,NO,0,-53100,44440,8080,4040,32320,34.68,BMW,X6,2007,8,2015,2,3,1
137,35,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,husband,59,2010,Parked Car,,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,48500,-67400,6600,1200,1200,4200,3.96,Jeep,Grand Cherokee,2005,10,2015,2,1,0
134,36,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,294,1990,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,NO,2,0,YES,14100,-44500,77200,9650,9650,57900,51.56,Ford,Escape,1996,19,2015,1,1,0
73,30,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,husband,69,2009,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,,0,0,YES,0,0,57000,0,11400,45600,70.95,Audi,A3,2013,2,2015,2,4,0
289,45,OH,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,184,1999,Vehicle Theft,,Trivial Damage,Police,WV,Riverwood,9,1,NO,2,1,NO,46700,-72500,2700,300,300,2100,2.21,Honda,Accord,2006,9,2015,2,2,0
176,36,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,unmarried,239,1995,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,,2,1,YES,32800,-50600,47300,4300,8600,34400,25.35,Volkswagen,Jetta,2006,9,2015,2,4,0
145,37,OH,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,277,1991,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,13,1,,2,3,,0,-35900,55110,5010,10020,40080,38.42,Nissan,Maxima,2002,13,2015,1,3,0
164,31,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,husband,48,2011,Vehicle Theft,,Trivial Damage,Police,SC,Springfield,5,1,YES,1,0,NO,44500,-55900,4320,480,480,3360,3.88,Mercedes,E400,2002,13,2015,1,2,0
186,38,OH,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,husband,107,2006,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,,39300,-60300,68760,11460,5730,51570,56.43,Saab,95,1998,17,2015,3,4,1
85,31,IL,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,husband,131,2004,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,1,2,NO,2,1,,0,0,74400,14880,7440,52080,60.26,BMW,M5,2003,12,2015,2,3,1
162,33,OH,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,other-relative,289,1991,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,17,4,NO,2,1,NO,45700,0,35300,3530,3530,28240,36.58,Mercedes,E400,1996,19,2015,2,3,1
396,57,IL,500/1000,500,1351.72,0,MALE,High School,tech-support,wife,220,1996,Parked Car,,Minor Damage,None,NY,Springfield,3,1,YES,1,3,,0,-49400,2640,480,480,1680,1.95,Volkswagen,Passat,2000,15,2015,2,1,0
270,41,IL,250/500,1000,817.28,0,MALE,High School,sales,unmarried,247,1994,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,17,3,,1,1,NO,62200,0,60190,4630,9260,46300,73.65,Mercedes,ML350,2014,1,2015,1,4,1
168,39,IL,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,own-child,248,1994,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,23,3,YES,1,3,NO,0,-42600,41580,3780,7560,30240,29.92,Chevrolet,Malibu,2015,0,2015,2,3,1
274,45,IN,250/500,1000,1353.53,0,FEMALE,JD,tech-support,unmarried,140,2003,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,13,1,YES,0,0,NO,54700,-47900,58500,11700,0,46800,43.22,Accura,MDX,1995,20,2015,1,1,1
263,43,IN,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,not-in-family,222,1996,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,17,1,YES,2,3,YES,0,0,79320,13220,6610,59490,61.30,Nissan,Ultima,1997,18,2015,1,1,0
152,33,OH,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,husband,117,2005,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,2,1,YES,0,2,,0,0,82610,7510,7510,67590,98.25,Ford,Escape,2002,13,2015,2,1,1
46,41,OH,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,husband,50,2010,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,23,3,NO,1,3,,43700,-66300,78600,13100,19650,45850,78.74,Dodge,RAM,2004,11,2015,1,4,1
276,46,OH,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,husband,30,2012,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,17,1,NO,1,2,,0,-70400,51390,5710,5710,39970,47.13,Volkswagen,Jetta,2007,8,2015,1,1,1
234,44,IN,500/1000,500,1780.67,0,MALE,Associate,other-service,other-relative,152,2002,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,3,1,NO,1,0,NO,0,0,70200,7020,7020,56160,39.42,Ford,F150,2012,3,2015,2,3,1
64,30,IL,250/500,2000,1681.01,0,MALE,JD,protective-serv,own-child,281,1991,Parked Car,,Minor Damage,None,SC,Riverwood,16,1,NO,2,1,NO,0,-51100,4900,490,1470,2940,2.91,Jeep,Wrangler,2015,0,2015,2,1,0
456,62,OH,250/500,1000,1395.77,0,FEMALE,MD,protective-serv,own-child,68,2009,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,13,3,,1,3,NO,82600,-49500,66480,5540,11080,49860,47.63,Saab,92x,2012,3,2015,2,3,1
58,23,OH,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,own-child,272,1992,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,8,1,NO,2,1,NO,57500,0,50380,4580,9160,36640,34.24,Chevrolet,Tahoe,2007,8,2015,1,3,1
475,61,IL,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,wife,126,2004,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,23,1,YES,0,2,,0,-59500,64350,9900,9900,44550,50.84,Mercedes,E400,1998,17,2015,2,3,0
96,29,IN,250/500,1000,1274.70,5000000,MALE,College,prof-specialty,other-relative,97,2006,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,15,3,YES,2,3,YES,47500,-58700,55400,5540,11080,38780,43.46,Chevrolet,Silverado,2004,11,2015,1,3,1
99,28,OH,100/300,500,1330.39,0,MALE,MD,prof-specialty,wife,90,2007,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,3,1,NO,2,2,YES,0,0,49900,4990,9980,34930,37.51,Dodge,Neon,1998,17,2015,1,4,0
38,28,OH,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,other-relative,246,1994,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,4,3,NO,0,3,YES,78000,0,74880,12480,12480,49920,66.68,Accura,TL,2000,15,2015,2,1,0
259,44,OH,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,husband,225,1996,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,8,1,YES,0,0,YES,0,0,105820,16280,16280,73260,63.91,Audi,A3,2002,13,2015,1,1,0
241,43,IN,250/500,1000,935.77,0,MALE,Associate,prof-specialty,own-child,266,1992,Vehicle Theft,,Trivial Damage,Police,PA,Northbend,21,1,NO,1,0,YES,0,-36000,7150,1300,650,5200,7.64,Volkswagen,Jetta,2003,12,2015,2,2,0
437,58,IN,500/1000,2000,1192.04,0,MALE,Associate,craft-repair,own-child,53,2010,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,23,1,YES,0,0,NO,66100,-31400,55800,11160,11160,33480,46.81,Dodge,RAM,2004,11,2015,1,4,0
130,34,OH,100/300,500,990.11,0,MALE,Masters,sales,other-relative,70,2009,Parked Car,,Trivial Damage,None,NY,Riverwood,8,1,,1,3,YES,0,-41200,5830,1060,1060,3710,5.89,Dodge,RAM,2015,0,2015,1,2,0
269,41,OH,100/300,2000,1422.21,0,FEMALE,Associate,handlers-cleaners,unmarried,222,1996,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,21,1,YES,2,1,NO,0,-46400,85900,17180,17180,51540,60.40,Suburu,Forrestor,2005,10,2015,1,3,1
103,29,OH,500/1000,500,914.85,0,MALE,Associate,prof-specialty,other-relative,246,1994,Parked Car,,Minor Damage,Police,OH,Columbus,5,1,NO,2,3,NO,72100,0,7110,790,1580,4740,7.77,Accura,MDX,2005,10,2015,2,1,0
284,43,IL,250/500,500,1123.84,0,MALE,PhD,prof-specialty,other-relative,276,1992,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,12,3,NO,0,0,YES,48200,0,36960,6720,3360,26880,32.89,Chevrolet,Tahoe,2007,8,2015,1,4,0
